alpha_VSP1,alpha_VSP2,omega_VSP1,omega_VSP2,u_BT,u_VSP1,u_VSP2,Absolute Time
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.058083
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.068083
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.078084
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.088084
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.098085
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.108086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.118084
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.128082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.138087
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.148087
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.158088
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.168088
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.178086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.188086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.198086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.208086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.218085
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.228088
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.238087
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.248088
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.258087
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.268085
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.278086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.288086
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.298086
